Feature,Importance
num__F875,0.0
num__F876,0.0
num__F877,0.0
num__F878,0.0
num__F879,0.0
num__F880,0.0
num__F881,0.0
num__F882,0.0
num__F883,0.0
num__F884,0.0
num__F885,0.0
num__F887,0.0
num__F888,0.0
num__F890,0.0
num__F891,0.0
num__F892,0.0
num__F893,0.0
num__F894,0.0
num__F895,0.0
num__F896,0.0
num__F897,0.0
num__F898,0.0
num__F899,0.0
num__F900,0.0
num__F901,0.0
num__F902,0.0
num__F903,0.0
num__F904,0.0
num__F905,0.0
num__F906,0.0
num__F907,0.0
num__F908,0.0
num__F909,0.0
num__F910,0.0
num__F911,0.0
num__F912,0.0
num__F913,0.0
num__F914,0.0
num__F915,0.0
num__F916,0.0
num__F917,0.0
num__F918,0.0
num__F919,0.0
num__F920,0.0
num__F921,0.0
num__F922,0.0
num__F923,0.0
num__F924,0.0
num__F925,0.0
num__F926,0.0
num__F927,0.0
num__F928,0.0
num__F929,0.0
num__F930,0.0
num__F931,0.0
num__F932,0.0
num__F933,0.0
num__F936,0.0
num__F937,0.0
num__F938,0.0
num__F939,0.0
num__F943,0.0
num__F944,0.0
num__F946,0.0
num__F947,0.0
num__F948,0.0
num__F952,0.0
num__F953,0.0
num__F954,0.0
num__F956,0.0
num__F958,0.0
num__F959,0.0
num__F960,0.0
num__F961,0.0
num__F962,0.0
num__F965,0.0
num__F968,0.0
num__F970,0.0
num__F971,0.0
num__F972,0.0
num__F973,0.0
num__F974,0.0
num__F975,0.0
num__F976,0.0
num__F977,0.0
num__F978,0.0
num__F979,0.0
num__F980,0.0
num__F981,0.0
num__F982,0.0
num__F983,0.0
num__F984,0.0
num__F985,0.0
num__F986,0.0
num__F987,0.0
num__F988,0.0
num__F989,0.0
num__F990,0.0
num__F994,0.0
num__F995,0.0
num__F1000,0.0
num__F1001,0.0
num__F1002,0.0
num__F1005,0.0
num__F1007,0.0
num__F1008,0.0
num__F1009,0.0
num__F1010,0.0
num__F1011,0.0
num__F1012,0.0
num__F1013,0.0
num__F1016,0.0
num__F1017,0.0
num__F1018,0.0
num__F1019,0.0
num__F1020,0.0
num__F1021,0.0
num__F1022,0.0
num__F1023,0.0
num__F1024,0.0
num__F1025,0.0
num__F1026,0.0
num__F1027,0.0
num__F1029,0.0
num__F1030,0.0
num__F1031,0.0
num__F1032,0.0
num__F1033,0.0
num__F1034,0.0
num__F1035,0.0
num__F1036,0.0
num__F1037,0.0
num__F1038,0.0
num__F1039,0.0
num__F1040,0.0
num__F1044,0.0
num__F1045,0.0
num__F1046,0.0
num__F1047,0.0
num__F1048,0.0
num__F1049,0.0
num__F1050,0.0
num__F1051,0.0
num__F1052,0.0
num__F1053,0.0
num__F1054,0.0
num__F1055,0.0
num__F1056,0.0
num__F1059,0.0
num__F1060,0.0
num__F1061,0.0
num__F1062,0.0
num__F1063,0.0
num__F1066,0.0
num__F1067,0.0
num__F1068,0.0
num__F1069,0.0
num__F1070,0.0
num__F1071,0.0
num__F1073,0.0
num__F1076,0.0
num__F1078,0.0
num__F1079,0.0
num__F1080,0.0
num__F1081,0.0
num__F1082,0.0
num__F1083,0.0
num__F1084,0.0
num__F1085,0.0
num__F1086,0.0
num__F1087,0.0
num__F1088,0.0
num__F1089,0.0
num__F1091,0.0
num__F1094,0.0
num__F1096,0.0
num__F1097,0.0
num__F1098,0.0
num__F1100,0.0
num__F1102,0.0
num__F1103,0.0
num__F1104,0.0
num__F1108,0.0
num__F1109,0.0
num__F1110,0.0
num__F1111,0.0
num__F1113,0.0
num__F1116,0.0
num__F1117,0.0
num__F1118,0.0
num__F1119,0.0
num__F1120,0.0
num__F1121,0.0
num__F1122,0.0
num__F1123,0.0
num__F1124,0.0
num__F1125,0.0
num__F1126,0.0
num__F1127,0.0
num__F1128,0.0
num__F1129,0.0
num__F1130,0.0
num__F1131,0.0
num__F1132,0.0
num__F1133,0.0
num__F1134,0.0
num__F1136,0.0
num__F1137,0.0
num__F1138,0.0
num__F1139,0.0
num__F1140,0.0
num__F1141,0.0
num__F1142,0.0
num__F1143,0.0
num__F1144,0.0
num__F1145,0.0
num__F1146,0.0
num__F1147,0.0
num__F1148,0.0
num__F1150,0.0
num__F1151,0.0
num__F1154,0.0
num__F1155,0.0
num__F1156,0.0
num__F1157,0.0
num__F1158,0.0
num__F1159,0.0
num__F1160,0.0
num__F1161,0.0
num__F1162,0.0
num__F1163,0.0
num__F1164,0.0
cat__F3889_L90D,0.0
num__F1168,0.0
num__F1169,0.0
num__F1170,0.0
num__F1171,0.0
num__F1174,0.0
num__F1175,0.0
num__F1176,0.0
num__F1177,0.0
num__F1178,0.0
num__F1181,0.0
num__F1184,0.0
num__F1186,0.0
num__F1187,0.0
num__F1188,0.0
num__F1189,0.0
num__F1190,0.0
num__F1191,0.0
num__F1192,0.0
num__F1193,0.0
num__F1195,0.0
num__F1196,0.0
num__F1197,0.0
num__F1199,0.0
num__F1200,0.0
num__F1201,0.0
num__F1202,0.0
num__F1203,0.0
num__F1204,0.0
num__F1208,0.0
num__F1210,0.0
num__F1217,0.0
num__F1218,0.0
num__F1221,0.0
num__F1222,0.0
num__F1223,0.0
num__F1225,0.0
num__F1226,0.0
num__F1227,0.0
num__F1228,0.0
num__F1229,0.0
num__F1230,0.0
num__F1232,0.0
num__F1233,0.0
num__F1234,0.0
num__F1235,0.0
num__F1236,0.0
num__F1237,0.0
num__F1238,0.0
num__F1239,0.0
num__F1240,0.0
num__F1241,0.0
num__F1242,0.0
num__F1243,0.0
num__F1245,0.0
num__F1247,0.0
num__F1248,0.0
num__F1249,0.0
num__F1250,0.0
num__F1251,0.0
num__F1253,0.0
num__F1256,0.0
num__F1257,0.0
num__F1258,0.0
num__F1259,0.0
num__F1260,0.0
num__F1261,0.0
num__F1262,0.0
num__F1263,0.0
num__F1264,0.0
num__F1265,0.0
num__F1266,0.0
num__F1267,0.0
num__F1268,0.0
num__F1269,0.0
num__F1270,0.0
num__F1271,0.0
num__F1272,0.0
num__F1275,0.0
num__F1277,0.0
num__F1278,0.0
num__F1280,0.0
num__F1281,0.0
num__F1283,0.0
num__F1284,0.0
num__F1285,0.0
num__F1286,0.0
num__F1287,0.0
num__F1289,0.0
num__F1290,0.0
num__F1291,0.0
num__F1292,0.0
num__F1293,0.0
num__F1294,0.0
num__F1295,0.0
num__F1296,0.0
num__F1297,0.0
num__F1298,0.0
num__F1299,0.0
num__F1300,0.0
num__F1301,0.0
num__F1302,0.0
num__F1303,0.0
num__F1304,0.0
num__F1305,0.0
num__F1306,0.0
num__F1307,0.0
num__F1308,0.0
num__F1309,0.0
num__F1310,0.0
num__F1311,0.0
num__F1313,0.0
num__F1315,0.0
num__F1317,0.0
num__F1319,0.0
num__F1321,0.0
num__F1325,0.0
num__F1326,0.0
num__F1327,0.0
num__F1329,0.0
num__F1330,0.0
num__F1331,0.0
num__F1332,0.0
num__F1334,0.0
num__F1335,0.0
num__F1336,0.0
num__F1337,0.0
num__F1338,0.0
num__F1339,0.0
num__F1340,0.0
num__F1341,0.0
num__F1342,0.0
num__F1343,0.0
num__F1344,0.0
num__F1345,0.0
num__F1346,0.0
num__F1347,0.0
num__F1348,0.0
num__F1349,0.0
num__F1350,0.0
num__F1351,0.0
num__F1352,0.0
num__F1353,0.0
num__F1354,0.0
num__F1355,0.0
num__F1356,0.0
num__F1357,0.0
num__F1358,0.0
num__F1359,0.0
num__F1360,0.0
num__F1361,0.0
num__F1362,0.0
num__F1363,0.0
num__F1364,0.0
num__F1365,0.0
num__F1366,0.0
num__F1368,0.0
num__F1369,0.0
num__F1370,0.0
num__F1371,0.0
num__F1372,0.0
num__F1373,0.0
num__F1374,0.0
num__F1375,0.0
num__F1376,0.0
num__F1377,0.0
num__F1378,0.0
num__F1379,0.0
num__F1380,0.0
num__F1383,0.0
num__F1385,0.0
num__F1386,0.0
num__F1387,0.0
num__F1388,0.0
num__F1389,0.0
num__F1390,0.0
num__F1391,0.0
num__F1392,0.0
num__F1393,0.0
num__F1394,0.0
num__F1395,0.0
num__F1397,0.0
num__F1398,0.0
num__F1399,0.0
num__F1400,0.0
num__F1401,0.0
num__F1402,0.0
num__F1403,0.0
num__F1404,0.0
num__F1405,0.0
num__F1406,0.0
num__F1407,0.0
num__F1408,0.0
num__F1409,0.0
num__F1410,0.0
num__F1411,0.0
num__F1412,0.0
num__F1413,0.0
num__F1414,0.0
num__F1415,0.0
num__F1417,0.0
num__F1418,0.0
num__F1419,0.0
num__F1420,0.0
num__F1421,0.0
num__F1422,0.0
num__F1423,0.0
num__F1424,0.0
num__F1425,0.0
num__F1426,0.0
num__F1427,0.0
num__F1428,0.0
num__F1429,0.0
num__F1430,0.0
num__F1431,0.0
num__F1432,0.0
num__F1433,0.0
num__F1434,0.0
num__F1435,0.0
num__F1436,0.0
num__F1437,0.0
num__F1438,0.0
num__F1439,0.0
num__F1440,0.0
num__F1441,0.0
num__F1442,0.0
num__F1443,0.0
num__F1444,0.0
num__F1445,0.0
num__F1446,0.0
num__F1447,0.0
num__F1448,0.0
num__F1449,0.0
num__F1450,0.0
num__F1451,0.0
num__F1452,0.0
num__F1453,0.0
num__F1454,0.0
num__F1455,0.0
num__F1456,0.0
num__F1457,0.0
num__F1458,0.0
num__F1459,0.0
num__F1460,0.0
num__F1461,0.0
num__F1462,0.0
num__F1463,0.0
num__F1464,0.0
num__F1465,0.0
num__F1466,0.0
num__F1467,0.0
num__F1468,0.0
num__F1469,0.0
num__F1470,0.0
num__F1471,0.0
num__F1472,0.0
num__F1474,0.0
num__F1475,0.0
num__F1477,0.0
num__F1478,0.0
num__F1479,0.0
num__F1480,0.0
num__F1481,0.0
num__F1482,0.0
num__F1483,0.0
num__F1484,0.0
num__F1485,0.0
num__F1487,0.0
num__F1488,0.0
num__F1493,0.0
num__F1494,0.0
num__F1496,0.0
num__F1497,0.0
num__F1498,0.0
num__F1499,0.0
num__F1500,0.0
num__F1501,0.0
num__F1502,0.0
num__F1503,0.0
num__F1505,0.0
num__F1506,0.0
num__F1507,0.0
num__F1508,0.0
num__F1509,0.0
num__F1510,0.0
num__F1511,0.0
num__F1512,0.0
num__F1513,0.0
num__F1514,0.0
num__F1515,0.0
num__F1516,0.0
num__F1517,0.0
num__F1518,0.0
num__F1519,0.0
num__F1520,0.0
num__F1521,0.0
num__F1523,0.0
num__F1524,0.0
num__F1525,0.0
num__F1526,0.0
num__F1527,0.0
num__F1528,0.0
num__F1529,0.0
num__F1530,0.0
num__F1531,0.0
num__F1532,0.0
num__F1533,0.0
num__F1534,0.0
num__F1536,0.0
num__F1538,0.0
num__F1539,0.0
num__F1541,0.0
num__F1542,0.0
num__F1543,0.0
num__F1544,0.0
num__F1545,0.0
num__F1546,0.0
num__F1547,0.0
num__F1548,0.0
num__F1549,0.0
num__F1550,0.0
num__F1551,0.0
num__F1552,0.0
num__F1553,0.0
num__F1554,0.0
num__F1555,0.0
num__F1556,0.0
num__F1557,0.0
num__F1558,0.0
num__F1559,0.0
num__F1560,0.0
num__F1561,0.0
num__F1562,0.0
num__F1563,0.0
num__F1564,0.0
num__F1565,0.0
num__F1566,0.0
num__F1567,0.0
num__F1568,0.0
num__F1569,0.0
num__F1571,0.0
num__F1572,0.0
num__F1573,0.0
num__F1574,0.0
num__F1575,0.0
num__F1576,0.0
num__F1577,0.0
num__F1578,0.0
num__F1579,0.0
num__F1580,0.0
num__F1581,0.0
num__F1583,0.0
num__F1584,0.0
num__F1586,0.0
num__F1587,0.0
num__F1589,0.0
num__F1590,0.0
num__F1591,0.0
num__F1592,0.0
num__F1593,0.0
num__F1600,0.0
num__F1604,0.0
num__F1605,0.0
num__F1606,0.0
num__F1607,0.0
num__F1610,0.0
num__F1613,0.0
num__F1616,0.0
num__F1618,0.0
num__F1619,0.0
num__F1620,0.0
num__F1621,0.0
num__F1622,0.0
num__F1623,0.0
num__F1624,0.0
num__F1625,0.0
num__F1626,0.0
num__F1627,0.0
num__F1628,0.0
num__F1629,0.0
num__F1631,0.0
num__F1633,0.0
num__F1634,0.0
num__F1637,0.0
num__F1638,0.0
num__F1640,0.0
num__F1641,0.0
num__F1648,0.0
num__F1650,0.0
num__F1653,0.0
num__F1654,0.0
num__F1655,0.0
num__F1657,0.0
num__F1658,0.0
num__F1659,0.0
num__F1660,0.0
num__F1661,0.0
num__F1662,0.0
num__F1663,0.0
num__F1664,0.0
num__F1665,0.0
num__F1666,0.0
num__F1667,0.0
num__F1668,0.0
num__F1669,0.0
num__F1670,0.0
num__F1671,0.0
num__F1673,0.0
num__F1674,0.0
num__F1675,0.0
num__F1676,0.0
num__F1677,0.0
num__F1678,0.0
num__F1679,0.0
num__F1680,0.0
num__F1681,0.0
num__F1682,0.0
num__F1683,0.0
num__F1684,0.0
num__F1686,0.0
num__F1687,0.0
num__F1688,0.0
num__F1689,0.0
num__F1691,0.0
num__F1692,0.0
num__F1693,0.0
num__F1694,0.0
num__F1696,0.0
num__F1697,0.0
num__F1698,0.0
num__F1699,0.0
num__F1700,0.0
num__F1701,0.0
num__F1702,0.0
num__F1708,0.0
num__F1711,0.0
num__F1712,0.0
num__F1713,0.0
num__F1714,0.0
num__F1715,0.0
num__F1716,0.0
num__F1718,0.0
num__F1719,0.0
num__F1721,0.0
num__F1722,0.0
num__F1724,0.0
num__F1726,0.0
num__F1727,0.0
num__F1729,0.0
num__F1730,0.0
num__F1731,0.0
num__F1732,0.0
num__F1733,0.0
num__F1734,0.0
num__F1735,0.0
num__F1736,0.0
num__F1737,0.0
num__F1738,0.0
num__F1739,0.0
num__F1742,0.0
num__F1744,0.0
num__F1746,0.0
num__F1748,0.0
num__F1749,0.0
num__F1750,0.0
num__F1753,0.0
num__F1754,0.0
num__F1756,0.0
num__F1757,0.0
num__F1758,0.0
num__F1759,0.0
num__F1761,0.0
num__F1762,0.0
num__F1763,0.0
num__F1764,0.0
num__F1766,0.0
num__F1767,0.0
num__F1768,0.0
num__F1769,0.0
num__F1770,0.0
num__F1771,0.0
num__F1772,0.0
num__F1773,0.0
num__F1774,0.0
num__F1775,0.0
num__F1776,0.0
num__F1777,0.0
num__F1778,0.0
num__F1779,0.0
num__F1780,0.0
num__F1781,0.0
num__F1782,0.0
num__F1783,0.0
num__F1784,0.0
num__F1785,0.0
num__F1786,0.0
num__F1787,0.0
num__F1788,0.0
num__F1789,0.0
num__F1790,0.0
num__F1791,0.0
num__F1792,0.0
num__F1793,0.0
num__F1794,0.0
num__F1796,0.0
num__F1798,0.0
num__F1799,0.0
num__F1802,0.0
num__F1803,0.0
num__F1804,0.0
num__F1805,0.0
num__F1806,0.0
num__F1807,0.0
num__F1808,0.0
num__F1810,0.0
num__F1811,0.0
num__F1817,0.0
num__F1818,0.0
num__F1822,0.0
num__F1823,0.0
num__F1824,0.0
num__F1826,0.0
num__F1829,0.0
num__F1832,0.0
num__F1833,0.0
num__F1834,0.0
num__F1835,0.0
num__F1836,0.0
num__F1837,0.0
num__F1838,0.0
num__F1839,0.0
num__F1840,0.0
num__F1841,0.0
num__F1842,0.0
num__F1843,0.0
num__F1844,0.0
num__F1845,0.0
num__F1847,0.0
num__F1849,0.0
num__F1850,0.0
num__F1851,0.0
num__F1854,0.0
num__F1855,0.0
num__F1856,0.0
num__F1857,0.0
num__F1858,0.0
num__F1859,0.0
num__F1866,0.0
num__F1867,0.0
num__F1869,0.0
num__F1870,0.0
num__F1871,0.0
num__F1872,0.0
num__F1873,0.0
num__F1874,0.0
num__F1875,0.0
num__F1876,0.0
num__F1877,0.0
num__F1878,0.0
num__F1880,0.0
num__F1881,0.0
num__F1882,0.0
num__F1883,0.0
num__F1884,0.0
num__F1885,0.0
num__F1886,0.0
num__F1887,0.0
num__F1888,0.0
num__F1889,0.0
num__F1890,0.0
num__F1891,0.0
num__F1892,0.0
num__F1893,0.0
num__F1894,0.0
num__F1895,0.0
num__F1896,0.0
num__F1897,0.0
num__F1898,0.0
num__F1899,0.0
num__F1900,0.0
num__F1901,0.0
num__F1902,0.0
num__F1904,0.0
num__F1905,0.0
num__F1906,0.0
num__F1907,0.0
num__F1908,0.0
num__F1909,0.0
num__F1910,0.0
num__F1911,0.0
num__F1912,0.0
num__F1913,0.0
num__F1914,0.0
num__F1915,0.0
num__F1916,0.0
num__F1917,0.0
num__F1919,0.0
num__F1920,0.0
num__F1925,0.0
num__F1928,0.0
num__F1932,0.0
num__F1933,0.0
num__F1935,0.0
num__F1936,0.0
num__F1937,0.0
num__F1938,0.0
num__F1940,0.0
num__F1941,0.0
num__F1942,0.0
num__F1943,0.0
num__F1944,0.0
num__F1945,0.0
num__F1946,0.0
num__F1947,0.0
num__F1948,0.0
num__F1949,0.0
num__F1950,0.0
num__F1951,0.0
num__F1952,0.0
num__F1953,0.0
num__F1955,0.0
num__F1957,0.0
num__F1958,0.0
num__F1960,0.0
num__F1961,0.0
num__F1963,0.0
num__F1964,0.0
num__F1965,0.0
num__F1970,0.0
num__F1971,0.0
num__F1972,0.0
num__F1974,0.0
num__F1976,0.0
num__F1977,0.0
num__F1979,0.0
num__F1980,0.0
num__F1981,0.0
num__F1982,0.0
num__F1983,0.0
num__F1985,0.0
num__F1986,0.0
num__F1988,0.0
num__F1990,0.0
num__F1991,0.0
num__F1992,0.0
num__F1993,0.0
num__F1994,0.0
num__F1995,0.0
num__F1996,0.0
num__F1997,0.0
num__F1998,0.0
num__F1999,0.0
num__F2000,0.0
num__F2001,0.0
num__F2002,0.0
num__F2003,0.0
num__F2004,0.0
num__F2005,0.0
num__F2006,0.0
num__F2007,0.0
num__F2008,0.0
num__F2009,0.0
num__F2010,0.0
num__F2011,0.0
num__F2012,0.0
num__F2013,0.0
num__F2014,0.0
num__F2015,0.0
num__F2016,0.0
num__F2017,0.0
num__F2018,0.0
num__F2019,0.0
num__F2020,0.0
num__F2021,0.0
num__F2022,0.0
num__F2023,0.0
num__F2024,0.0
num__F2025,0.0
num__F2026,0.0
num__F2027,0.0
num__F2028,0.0
num__F2033,0.0
num__F2034,0.0
num__F2035,0.0
num__F2036,0.0
num__F2037,0.0
num__F2040,0.0
num__F2041,0.0
num__F2042,0.0
num__F2043,0.0
num__F2045,0.0
num__F2046,0.0
num__F2048,0.0
num__F2049,0.0
num__F2050,0.0
num__F2051,0.0
num__F2052,0.0
num__F2053,0.0
num__F2054,0.0
num__F2055,0.0
num__F2056,0.0
num__F2057,0.0
num__F2058,0.0
num__F2059,0.0
num__F2060,0.0
num__F2061,0.0
num__F2062,0.0
num__F2063,0.0
num__F2064,0.0
num__F2066,0.0
num__F2069,0.0
num__F2070,0.0
num__F2071,0.0
num__F2072,0.0
num__F2073,0.0
num__F2074,0.0
num__F2079,0.0
num__F2080,0.0
num__F2081,0.0
num__F2082,0.0
num__F2085,0.0
num__F2086,0.0
num__F2087,0.0
num__F2088,0.0
num__F2090,0.0
num__F2091,0.0
num__F2092,0.0
num__F2093,0.0
num__F2094,0.0
num__F2095,0.0
num__F2096,0.0
num__F2097,0.0
num__F2098,0.0
num__F2099,0.0
num__F2100,0.0
num__F2101,0.0
num__F2102,0.0
num__F2103,0.0
num__F2104,0.0
num__F2105,0.0
num__F2106,0.0
num__F2108,0.0
num__F2109,0.0
num__F2110,0.0
num__F2111,0.0
num__F2112,0.0
num__F2113,0.0
num__F2114,0.0
num__F2115,0.0
num__F2116,0.0
num__F2119,0.0
num__F2120,0.0
num__F2122,0.0
num__F2123,0.0
num__F2124,0.0
num__F2125,0.0
num__F2126,0.0
num__F2128,0.0
num__F2129,0.0
num__F2130,0.0
num__F2131,0.0
num__F2132,0.0
num__F2133,0.0
num__F2134,0.0
num__F2135,0.0
num__F2136,0.0
num__F2141,0.0
num__F2143,0.0
num__F2144,0.0
num__F2145,0.0
num__F2146,0.0
num__F2147,0.0
num__F2148,0.0
num__F2149,0.0
num__F2150,0.0
num__F2151,0.0
num__F2152,0.0
num__F2153,0.0
num__F2154,0.0
num__F2156,0.0
num__F2157,0.0
num__F2159,0.0
num__F2160,0.0
num__F2162,0.0
num__F2163,0.0
num__F2164,0.0
num__F2165,0.0
num__F2166,0.0
num__F2167,0.0
num__F2168,0.0
num__F2169,0.0
num__F2170,0.0
num__F2171,0.0
num__F2172,0.0
num__F2174,0.0
num__F2177,0.0
num__F2178,0.0
num__F2179,0.0
num__F2180,0.0
num__F2181,0.0
num__F2184,0.0
num__F2185,0.0
num__F2187,0.0
num__F2188,0.0
num__F2189,0.0
num__F2190,0.0
num__F2191,0.0
num__F2192,0.0
num__F2193,0.0
num__F2194,0.0
num__F2195,0.0
num__F2196,0.0
num__F2197,0.0
num__F2198,0.0
num__F2199,0.0
num__F2200,0.0
num__F2201,0.0
num__F2202,0.0
num__F2204,0.0
num__F2205,0.0
num__F2206,0.0
num__F2207,0.0
num__F2208,0.0
num__F2209,0.0
num__F2210,0.0
num__F2211,0.0
num__F2212,0.0
num__F2213,0.0
num__F2214,0.0
num__F2215,0.0
num__F2216,0.0
num__F2217,0.0
num__F2218,0.0
num__F2219,0.0
num__F2220,0.0
num__F2221,0.0
num__F2222,0.0
num__F2223,0.0
num__F2224,0.0
num__F2225,0.0
num__F2226,0.0
num__F2228,0.0
num__F2229,0.0
num__F2231,0.0
num__F2244,0.0
num__F2245,0.0
num__F2248,0.0
num__F2249,0.0
num__F2250,0.0
num__F2253,0.0
num__F2254,0.0
num__F2255,0.0
num__F2256,0.0
num__F2257,0.0
num__F2258,0.0
num__F2259,0.0
num__F2260,0.0
num__F2282,0.0
num__F2283,0.0
num__F2286,0.0
num__F2287,0.0
num__F2288,0.0
num__F2294,0.0
num__F2295,0.0
num__F2327,0.0
num__F2330,0.0
num__F2341,0.0
num__F2343,0.0
num__F2345,0.0
num__F2346,0.0
num__F2347,0.0
num__F2348,0.0
num__F2351,0.0
num__F2353,0.0
num__F2354,0.0
num__F2355,0.0
num__F2379,0.0
num__F2381,0.0
num__F2382,0.0
num__F2388,0.0
num__F2391,0.0
num__F2392,0.0
num__F2424,0.0
num__F2427,0.0
num__F2436,0.0
num__F2437,0.0
num__F2438,0.0
num__F2439,0.0
num__F2441,0.0
num__F2442,0.0
num__F2443,0.0
num__F2444,0.0
num__F2445,0.0
num__F2447,0.0
num__F2448,0.0
num__F2449,0.0
num__F2450,0.0
num__F2451,0.0
num__F2452,0.0
num__F2453,0.0
num__F2480,0.0
num__F2482,0.0
num__F2483,0.0
num__F2490,0.0
num__F2491,0.0
num__F2522,0.0
num__F2525,0.0
num__F2533,0.0
num__F2534,0.0
num__F2535,0.0
num__F2539,0.0
num__F2540,0.0
num__F2541,0.0
num__F2546,0.0
num__F2547,0.0
num__F2548,0.0
num__F2550,0.0
num__F2575,0.0
num__F2576,0.0
num__F2578,0.0
num__F2580,0.0
num__F2583,0.0
num__F2588,0.0
num__F2622,0.0
num__F2625,0.0
num__F2636,0.0
num__F2644,0.0
num__F2645,0.0
num__F2648,0.0
num__F2650,0.0
num__F2651,0.0
num__F2675,0.0
num__F2677,0.0
num__F2678,0.0
num__F2680,0.0
num__F2681,0.0
num__F2684,0.0
num__F2687,0.0
num__F2688,0.0
num__F2722,0.0
num__F2734,0.0
num__F2741,0.0
num__F2742,0.0
num__F2743,0.0
num__F2745,0.0
num__F2747,0.0
num__F2748,0.0
num__F2749,0.0
num__F2751,0.0
num__F2776,0.0
num__F2778,0.0
num__F2779,0.0
num__F2780,0.0
num__F2781,0.0
num__F2783,0.0
num__F2788,0.0
num__F2829,0.0
num__F2832,0.0
num__F2843,0.0
num__F2845,0.0
num__F2846,0.0
num__F2847,0.0
num__F2848,0.0
num__F2849,0.0
num__F2850,0.0
num__F2851,0.0
num__F2852,0.0
num__F2853,0.0
num__F2854,0.0
num__F2855,0.0
num__F2856,0.0
num__F2857,0.0
num__F2858,0.0
num__F2883,0.0
num__F2886,0.0
num__F2887,0.0
num__F2888,0.0
num__F2892,0.0
num__F2893,0.0
num__F2898,0.0
num__F2951,0.0
num__F2953,0.0
num__F2954,0.0
num__F2957,0.0
num__F2958,0.0
num__F2960,0.0
num__F2961,0.0
num__F2962,0.0
num__F2963,0.0
num__F2964,0.0
num__F2965,0.0
num__F2966,0.0
num__F2991,0.0
num__F2992,0.0
num__F2994,0.0
num__F2995,0.0
num__F2996,0.0
num__F2997,0.0
num__F3000,0.0
num__F3001,0.0
num__F3003,0.0
num__F3004,0.0
num__F3006,0.0
num__F3007,0.0
num__F3043,0.0
num__F3044,0.0
num__F3045,0.0
num__F3046,0.0
num__F3047,0.0
num__F3048,0.0
num__F3058,0.0
num__F3060,0.0
num__F3061,0.0
num__F3062,0.0
num__F3063,0.0
num__F3064,0.0
num__F3065,0.0
num__F3066,0.0
num__F3067,0.0
num__F3068,0.0
num__F3069,0.0
num__F3070,0.0
num__F3071,0.0
num__F3072,0.0
num__F3079,0.0
num__F3081,0.0
num__F3082,0.0
num__F3084,0.0
num__F3091,0.0
num__F3093,0.0
num__F3094,0.0
num__F3096,0.0
num__F3097,0.0
num__F3098,0.0
num__F3100,0.0
num__F3101,0.0
num__F3102,0.0
num__F3103,0.0
num__F3106,0.0
num__F3109,0.0
num__F3110,0.0
num__F3112,0.0
num__F3113,0.0
num__F3136,0.0
num__F3139,0.0
num__F3142,0.0
num__F3145,0.0
num__F3147,0.0
num__F3148,0.0
num__F3149,0.0
num__F3151,0.0
num__F3152,0.0
num__F3153,0.0
num__F3154,0.0
num__F3155,0.0
num__F3156,0.0
num__F3157,0.0
num__F3158,0.0
num__F3159,0.0
num__F3160,0.0
num__F3161,0.0
num__F3162,0.0
num__F3163,0.0
num__F3164,0.0
num__F3165,0.0
num__F3166,0.0
num__F3167,0.0
num__F3168,0.0
num__F3169,0.0
num__F3170,0.0
num__F3171,0.0
num__F3172,0.0
num__F3173,0.0
num__F3174,0.0
num__F3175,0.0
num__F3176,0.0
num__F3177,0.0
num__F3178,0.0
num__F3180,0.0
num__F3181,0.0
num__F3183,0.0
num__F3184,0.0
num__F3185,0.0
num__F3186,0.0
num__F3187,0.0
num__F3188,0.0
num__F3189,0.0
num__F3190,0.0
num__F3191,0.0
num__F3192,0.0
num__F3193,0.0
num__F3194,0.0
num__F3195,0.0
num__F3196,0.0
num__F3197,0.0
num__F3198,0.0
num__F3199,0.0
num__F3200,0.0
num__F3201,0.0
num__F3202,0.0
num__F3203,0.0
num__F3204,0.0
num__F3205,0.0
num__F3206,0.0
num__F3207,0.0
num__F3208,0.0
num__F3209,0.0
num__F3210,0.0
num__F3211,0.0
num__F3212,0.0
num__F3213,0.0
num__F3214,0.0
num__F3215,0.0
num__F3216,0.0
num__F3217,0.0
num__F3219,0.0
num__F3220,0.0
num__F3221,0.0
num__F3222,0.0
num__F3223,0.0
num__F3224,0.0
num__F3225,0.0
num__F3227,0.0
num__F3229,0.0
num__F3230,0.0
num__F3231,0.0
num__F3232,0.0
num__F3234,0.0
num__F3235,0.0
num__F3237,0.0
num__F3240,0.0
num__F3241,0.0
num__F3242,0.0
num__F3243,0.0
num__F3244,0.0
num__F3245,0.0
num__F3246,0.0
num__F3247,0.0
num__F3248,0.0
num__F3249,0.0
num__F3250,0.0
num__F3251,0.0
num__F3252,0.0
num__F3253,0.0
num__F3254,0.0
num__F3255,0.0
num__F3256,0.0
num__F3257,0.0
num__F3258,0.0
num__F3259,0.0
num__F3260,0.0
num__F3261,0.0
num__F3262,0.0
num__F3263,0.0
num__F3264,0.0
num__F3265,0.0
num__F3266,0.0
num__F3267,0.0
num__F3268,0.0
num__F3269,0.0
num__F3270,0.0
num__F3271,0.0
num__F3272,0.0
num__F3273,0.0
num__F3274,0.0
num__F3275,0.0
num__F3276,0.0
num__F3277,0.0
num__F3278,0.0
num__F3279,0.0
num__F3280,0.0
num__F3281,0.0
num__F3282,0.0
num__F3283,0.0
num__F3284,0.0
num__F3285,0.0
